id,name,ref,highway
981217029,boulevard national numéro 34,"",secondary
981217029,boulevard national numéro 34,"",secondary
981217029,boulevard national numéro 34,"",secondary
981212188,boulevard national numéro 34,"",secondary
981212188,boulevard national numéro 34,"",secondary
1079040252,boulevard national numéro 34,"",secondary
1079040252,boulevard national numéro 34,"",secondary
1079040252,boulevard national numéro 34,"",secondary
1079040252,boulevard national numéro 34,"",secondary
981217028,boulevard national numéro 34,"",secondary
981217028,boulevard national numéro 34,"",secondary
307981657,avenue lumumba,"",residential
307981657,avenue lumumba,"",residential
307981657,avenue lumumba,"",residential
307981657,avenue lumumba,"",residential
334020089,avenue kwango,"",residential
334020089,avenue kwango,"",residential
334020089,avenue kwango,"",residential
334020089,avenue kwango,"",residential
982185602,boulevard national numéro 34,"",secondary
982185602,boulevard national numéro 34,"",secondary
982185602,boulevard national numéro 34,"",secondary
982185602,boulevard national numéro 34,"",secondary
981229731,boulevard national numéro 34,"",secondary
981229731,boulevard national numéro 34,"",secondary
981229731,boulevard national numéro 34,"",secondary
981229731,boulevard national numéro 34,"",secondary
982187368,boulevard national numéro 34,"",secondary
982187368,boulevard national numéro 34,"",secondary
982187368,boulevard national numéro 34,"",secondary
982187368,boulevard national numéro 34,"",secondary
981229732,boulevard national numéro 34,"",secondary
981229732,boulevard national numéro 34,"",secondary
981229732,boulevard national numéro 34,"",secondary
981229732,boulevard national numéro 34,"",secondary
334020088,avenue lutshima,"",residential
334020088,avenue lutshima,"",residential
334020088,avenue lutshima,"",residential
334020088,avenue lutshima,"",residential
982187369,boulevard national numéro 34,"",secondary
982187369,boulevard national numéro 34,"",secondary
982187369,boulevard national numéro 34,"",secondary
982187369,boulevard national numéro 34,"",secondary
981235111,avenue lumumba,"",residential
981235111,avenue lumumba,"",residential
981235111,avenue lumumba,"",residential
981235111,avenue lumumba,"",residential
334773262,avenue kutu,"",residential
334773262,avenue kutu,"",residential
334773262,avenue kutu,"",residential
334773262,avenue kutu,"",residential
1028565669,avenue kinzambi,"",residential
1028565669,avenue kinzambi,"",residential
1028565669,avenue kinzambi,"",residential
1028565669,avenue kinzambi,"",residential
1028565669,avenue kinzambi,"",residential
1028565669,avenue kinzambi,"",residential
508828126,rue pemba,"",residential
508828126,rue pemba,"",residential
334597981,rue kondo,"",residential
334597981,rue kondo,"",residential
334597981,rue kondo,"",residential
334597981,rue kondo,"",residential
334597981,rue kondo,"",residential
334597981,rue kondo,"",residential
334597981,rue kondo,"",residential
334597981,rue kondo,"",residential
981235110,avenue lumumba,"",residential
981235110,avenue lumumba,"",residential
981235118,boulevard national numéro 34,"",secondary
981235118,boulevard national numéro 34,"",secondary
981235118,boulevard national numéro 34,"",secondary
981235118,boulevard national numéro 34,"",secondary
560304017,arrêt de bus transco kikwit,"",bus_stop
560304017,arrêt de bus transco kikwit,"",bus_stop
560304017,arrêt de bus transco kikwit,"",bus_stop
560304017,arrêt de bus transco kikwit,"",bus_stop
982202936,boulevard national numéro 34,"",secondary
982202936,boulevard national numéro 34,"",secondary
982202936,boulevard national numéro 34,"",secondary
982202936,boulevard national numéro 34,"",secondary
982202935,boulevard national numéro 34,"",secondary
982202935,boulevard national numéro 34,"",secondary
982202935,boulevard national numéro 34,"",secondary
982202935,boulevard national numéro 34,"",secondary
982202933,boulevard national numéro 34,"",secondary
982202933,boulevard national numéro 34,"",secondary
982202933,boulevard national numéro 34,"",secondary
982202933,boulevard national numéro 34,"",secondary
982205839,boulevard national numéro 34,"",secondary
982205839,boulevard national numéro 34,"",secondary
982205839,boulevard national numéro 34,"",secondary
982205839,boulevard national numéro 34,"",secondary
982205838,boulevard national numéro 34,"",secondary
982205838,boulevard national numéro 34,"",secondary
982205838,boulevard national numéro 34,"",secondary
982205838,boulevard national numéro 34,"",secondary
982202934,boulevard national numéro 34,"",secondary
982202934,boulevard national numéro 34,"",secondary
982202934,boulevard national numéro 34,"",secondary
982202934,boulevard national numéro 34,"",secondary
982205836,boulevard national numéro 34,"",secondary
982205836,boulevard national numéro 34,"",secondary
982205836,boulevard national numéro 34,"",secondary
982205836,boulevard national numéro 34,"",secondary
307968640,avenue wazabanga,"",secondary
307968640,avenue wazabanga,"",secondary
307968640,avenue wazabanga,"",secondary
307968640,avenue wazabanga,"",secondary
33694467,boulevard national numéro 34,"",secondary
33694467,boulevard national numéro 34,"",secondary
33694467,boulevard national numéro 34,"",secondary
33694467,boulevard national numéro 34,"",secondary
982210561,boulevard national numéro 34,"",secondary
982210561,boulevard national numéro 34,"",secondary
982210561,boulevard national numéro 34,"",secondary
982210561,boulevard national numéro 34,"",secondary
982210562,boulevard national numéro 34,"",secondary
982210562,boulevard national numéro 34,"",secondary
982210562,boulevard national numéro 34,"",secondary
982210562,boulevard national numéro 34,"",secondary
982219738,"",rp228,secondary
982219738,"",rp228,secondary
982219738,"",rp228,secondary
508828130,rye lisala,"",residential
508828130,rye lisala,"",residential
508828130,rye lisala,"",residential
508828130,rye lisala,"",residential
508828130,rye lisala,"",residential
508828130,rye lisala,"",residential
508828130,rye lisala,"",residential
508828130,rye lisala,"",residential
508828128,rye lisala,"",residential
508828128,rye lisala,"",residential
508828128,rye lisala,"",residential
508828128,rye lisala,"",residential
508828128,rye lisala,"",residential
508828128,rye lisala,"",residential
508828128,rye lisala,"",residential
508828128,rye lisala,"",residential
623786047,"",rn1,trunk
623786047,"",rn1,trunk
623786047,"",rn1,trunk
623786047,"",rn1,trunk
623786047,"",rn1,trunk
623786047,"",rn1,trunk
623786047,"",rn1,trunk
623786047,"",rn1,trunk
590550252,rue panu,"",residential
590550252,rue panu,"",residential
590550252,rue panu,"",residential
590550252,rue panu,"",residential
590550252,rue panu,"",residential
590550252,rue panu,"",residential
590550252,rue panu,"",residential
590550252,rue panu,"",residential
596896622,rue kondo,"",residential
982219738,"",rp228,secondary
982210557,"",rp228,secondary
982210557,"",rp228,secondary
982210557,"",rp228,secondary
982210557,"",rp228,secondary
981254510,avenue wazabanga,"",secondary
981254510,avenue wazabanga,"",secondary
981254510,avenue wazabanga,"",secondary
981254510,avenue wazabanga,"",secondary
982205837,boulevard national numéro 34,"",secondary
982205837,boulevard national numéro 34,"",secondary
982205837,boulevard national numéro 34,"",secondary
982205837,boulevard national numéro 34,"",secondary
982205835,boulevard national numéro 34,"",secondary
982205835,boulevard national numéro 34,"",secondary
982205835,boulevard national numéro 34,"",secondary
982205835,boulevard national numéro 34,"",secondary
588643068,avenue kwango,"",residential
588643068,avenue kwango,"",residential
588643068,avenue kwango,"",residential
588643068,avenue kwango,"",residential
981235117,boulevard national numéro 34,"",secondary
981235117,boulevard national numéro 34,"",secondary
981235117,boulevard national numéro 34,"",secondary
981235117,boulevard national numéro 34,"",secondary
334597983,rue lukolela,"",residential
334597983,rue lukolela,"",residential
334597983,rue lukolela,"",residential
334597983,rue lukolela,"",residential
334597983,rue lukolela,"",residential
334597983,rue lukolela,"",residential
334597983,rue lukolela,"",residential
334597983,rue lukolela,"",residential
334910761,rue pemba,"",residential
334910761,rue pemba,"",residential
334910761,rue pemba,"",residential
334910761,rue pemba,"",residential
334910761,rue pemba,"",residential
334910761,rue pemba,"",residential
334910761,rue pemba,"",residential
334910761,rue pemba,"",residential
334597965,direction port kabisu,"",residential
334597965,direction port kabisu,"",residential
334597965,direction port kabisu,"",residential
596896622,rue kondo,"",residential
1028565669,avenue kinzambi,"",residential
1028565669,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
307972628,avenue kinzambi,"",residential
957716647,avenue nkutu,"",residential
957716647,avenue nkutu,"",residential
957716647,avenue nkutu,"",residential
957716647,avenue nkutu,"",residential
957716647,avenue nkutu,"",residential
957716647,avenue nkutu,"",residential
957716647,avenue nkutu,"",residential
957716647,avenue nkutu,"",residential
981268383,"",rn1,trunk
981268383,"",rn1,trunk
981268383,"",rn1,trunk
981268383,"",rn1,trunk
981268383,"",rn1,trunk
981268383,"",rn1,trunk
981268383,"",rn1,trunk
981268383,"",rn1,trunk
981273137,"",rn1,trunk
981273137,"",rn1,trunk
981273137,"",rn1,trunk
981273137,"",rn1,trunk
981273137,"",rn1,trunk
981273137,"",rn1,trunk
981273137,"",rn1,trunk
981273137,"",rn1,trunk
981268382,"",rn1,trunk
981268382,"",rn1,trunk
981268382,"",rn1,trunk
981268382,"",rn1,trunk
981268382,"",rn1,trunk
981268382,"",rn1,trunk
981268382,"",rn1,trunk
981268382,"",rn1,trunk
981263228,"",rn1,trunk
981263228,"",rn1,trunk
981263228,"",rn1,trunk
981263228,"",rn1,trunk
981263228,"",rn1,trunk
981263228,"",rn1,trunk
981263228,"",rn1,trunk
981263228,"",rn1,trunk
33674913,"",rn1,trunk
596896622,rue kondo,"",residential
596896622,rue kondo,"",residential
596896622,rue kondo,"",residential
596896622,rue kondo,"",residential
596896622,rue kondo,"",residential
596896622,rue kondo,"",residential
334597977,rue tatu,"",residential
334597977,rue tatu,"",residential
334597977,rue tatu,"",residential
334597977,rue tatu,"",residential
334597977,rue tatu,"",residential
334597977,rue tatu,"",residential
334597977,rue tatu,"",residential
334597977,rue tatu,"",residential
623784273,"",rn1,trunk
623785415,"",rn1,trunk
623785413,pont lukala,rn1,trunk
98920630,"",rn1,trunk
332370953,pont kwenge,rn1,trunk
98920769,"",rn1,trunk
97728538,"",rn1,trunk
332463859,"",rn19,primary
23462675,"",rn19,primary
50160712,"",rn19,primary
50160711,"",rn19,primary
97728570,"",rn19,primary
97728554,"",rn19,primary
334977342,"",rn19,primary
332377282,pont nko,rn1,trunk
98920821,"",rn1,trunk
334597965,direction port kabisu,"",residential
334597965,direction port kabisu,"",residential
334597965,direction port kabisu,"",residential
334597965,direction port kabisu,"",residential
334597965,direction port kabisu,"",residential
334597984,rue kashama,"",residential
334597984,rue kashama,"",residential
334597984,rue kashama,"",residential
334597984,rue kashama,"",residential
334597984,rue kashama,"",residential
334597984,rue kashama,"",residential
334597984,rue kashama,"",residential
334597984,rue kashama,"",residential
334597982,rue namibie,"",residential
334597982,rue namibie,"",residential
334597982,rue namibie,"",residential
334597982,rue namibie,"",residential
334597982,rue namibie,"",residential
334597982,rue namibie,"",residential
334597982,rue namibie,"",residential
334597982,rue namibie,"",residential
334597970,rue lunungu,"",residential
334597970,rue lunungu,"",residential
334597970,rue lunungu,"",residential
334597970,rue lunungu,"",residential
334597970,rue lunungu,"",residential
334597970,rue lunungu,"",residential
334597970,rue lunungu,"",residential
334597970,rue lunungu,"",residential
334597966,direction kabisu,"",residential
334597966,direction kabisu,"",residential
334597966,direction kabisu,"",residential
334597966,direction kabisu,"",residential
334597966,direction kabisu,"",residential
334597966,direction kabisu,"",residential
334597966,direction kabisu,"",residential
334597966,direction kabisu,"",residential
334597974,rue kulapa,"",residential
334597974,rue kulapa,"",residential
334597974,rue kulapa,"",residential
334597974,rue kulapa,"",residential
334597974,rue kulapa,"",residential
334597974,rue kulapa,"",residential
334597974,rue kulapa,"",residential
334597974,rue kulapa,"",residential
334597980,rue kamwengi,"",residential
623784272,pont gobari,rn1,trunk
99233142,"",rn1,trunk
33597998,"",rs229,secondary
1010944806,"",rn9,primary
99233047,"",rn9,primary
99405393,"",rn1,trunk
332653837,pont kafi,rn1,trunk
332653836,"",rn1,trunk
99051287,"",rs229,tertiary
48676302,"",rn1,trunk
99175671,"",rs229,tertiary
99175608,"",rs229,tertiary
99175682,"",rs229,tertiary
99175695,"",rs229,tertiary
99051393,"",rs229,tertiary
622804852,"",rs229,tertiary
425775646,avenue lukula,"",pedestrian
99175587,"",rn1,trunk
99051038,"",rs229,tertiary
33660203,"",rs229,tertiary
287624955,"",rn1,trunk
99405364,"",rn1,trunk
99175709,"",rs229,tertiary
99405371,"",rs229,tertiary
99405383,"",rn1,trunk
99405397,"",rn1,trunk
287625783,pont lukula,rn1,trunk
287625785,"",rn1,trunk
99405394,"",rs229,tertiary
99405390,"",rn1,trunk
620209124,"",rn1,trunk
99462668,"",rs217,tertiary
979574730,"",rn1,trunk
620209123,pont lui,rn1,trunk
979574729,"",rn1,trunk
610992842,"",rn1,trunk
48667709,"",rn1,trunk
287429487,"",rn1,trunk
610966721,pont konzi,rn1,trunk
610966722,"",rn1,trunk
4689377,"",rn1,trunk
287429369,"",rn1,trunk
287429368,pont bakali,rn1,trunk
97728494,"",rn1,trunk
33602463,"",rp242,secondary
33600581,"",rp242,secondary
610103510,"",rp242,secondary
33661091,"",rp242,secondary
33600744,"",rp242,secondary
422495357,"",rp242,secondary
422495359,"",rp242,secondary
33599078,"",rp242,secondary
33592775,"",rp242,secondary
33667803,"",rp242,secondary
50161002,pont wamba,rn1,trunk
33673969,"",rp242,secondary
33669638,"",rp242,secondary
33669037,"",rp242,secondary
33666979,"",rp242,secondary
98934990,"",rs229,tertiary
98935087,"",rs229,tertiary
98934890,"",rs229,tertiary
98935063,"",rs229,tertiary
98935190,"",rs229,tertiary
98935281,"",rs229,tertiary
98934797,"",rs229,tertiary
98935227,"",rs229,tertiary
50510865,"",rs229,tertiary
98934911,"",rs229,tertiary
98935182,"",rs229,tertiary
98997633,"",rs229,tertiary
98997611,"",rs229,tertiary
33676890,"",rs229,tertiary
98997605,"",rs229,tertiary
622804851,"",rs229,tertiary
98997608,"",rs229,tertiary
622804850,"",rs229,tertiary
622804849,"",rs229,tertiary
98997641,"",rs229,tertiary
33660531,"",rn1,trunk
610992841,pont inzia,rn1,trunk
33597133,"",rn1,trunk
1160623584,"",rn1,trunk
28670676,"",rn1,trunk
28268400,"",rn1,trunk
33601582,"",rp242,secondary
422679944,"",rp242,secondary
623459014,"",rp242,secondary
623459009,"",rp242,secondary
623459010,"",rp242,secondary
623459012,"",rp242,secondary
623459013,"",rp242,secondary
623459011,"",rp242,secondary
422521204,"",rp242,secondary
623468121,pont mujosi,rp242,secondary
33599777,"",rp242,secondary
390130679,"",rn16,primary
288065090,"",rs243,tertiary
33598238,"",rs243,tertiary
288065089,"",rs243,tertiary
33604253,"",rs243,tertiary
33592410,"",rs243,tertiary
334597980,rue kamwengi,"",residential
334597980,rue kamwengi,"",residential
334597980,rue kamwengi,"",residential
334597980,rue kamwengi,"",residential
334597980,rue kamwengi,"",residential
334597980,rue kamwengi,"",residential
334597980,rue kamwengi,"",residential
334597969,rue lokori,"",residential
334597969,rue lokori,"",residential
334597969,rue lokori,"",residential
334597969,rue lokori,"",residential
334597969,rue lokori,"",residential
334597969,rue lokori,"",residential
334597969,rue lokori,"",residential
334597969,rue lokori,"",residential
334597973,rue lukwa,"",residential
334597973,rue lukwa,"",residential
334597973,rue lukwa,"",residential
334597973,rue lukwa,"",residential
334597973,rue lukwa,"",residential
334597973,rue lukwa,"",residential
334597973,rue lukwa,"",residential
334597973,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597975,rue lukwa,"",residential
334597976,rue mulume,"",residential
334597976,rue mulume,"",residential
334597976,rue mulume,"",residential
334597976,rue mulume,"",residential
334597976,rue mulume,"",residential
334597976,rue mulume,"",residential
334597976,rue mulume,"",residential
334597976,rue mulume,"",residential
334597972,rue mulume,"",residential
334597972,rue mulume,"",residential
334597972,rue mulume,"",residential
334597972,rue mulume,"",residential
334597972,rue mulume,"",residential
334597972,rue mulume,"",residential
334597972,rue mulume,"",residential
334597972,rue mulume,"",residential
334597971,rue kamwengi,"",residential
334597971,rue kamwengi,"",residential
334597971,rue kamwengi,"",residential
334597971,rue kamwengi,"",residential
334597971,rue kamwengi,"",residential
334597971,rue kamwengi,"",residential
334597971,rue kamwengi,"",residential
334597971,rue kamwengi,"",residential
334597978,rue lokori,"",residential
334597978,rue lokori,"",residential
334597978,rue lokori,"",residential
334597978,rue lokori,"",residential
334597978,rue lokori,"",residential
334597978,rue lokori,"",residential
33664587,"",rp242,secondary
609397280,"",rp242,secondary
422521205,"",rp242,secondary
623468120,"",rp242,secondary
623468119,pont mosamba,rp242,secondary
422521206,"",rp242,secondary
33603453,"",rs243,tertiary
422521203,"",rp242,secondary
609397278,"",rp242,secondary
33676935,"",rp242,secondary
422521207,"",rp242,secondary
623468122,"",rp242,secondary
49975963,"",rp228,secondary
288064263,"",rs243,tertiary
33662213,"",rn16,primary
288064266,"",rs243,tertiary
33667309,"",rn16,primary
160841336,"",rn16,primary
49975966,"",rn16,primary
49975964,"",rn16,primary
33660926,"",rn16,primary
732952181,"",rn16,primary
33676107,"",rn16,primary
33593469,"",rn16,primary
732952180,pont ngoya,rn16,primary
33662438,"",rn16,primary
33604317,"",rn16,primary
33661869,"",rn16,primary
1302771734,sentier limite musokisa luzau,"",path
303290577,"",rn16,primary
330589963,"",rp244,tertiary
610103511,"",rp242,secondary
33668984,"",rp242,secondary
33659671,"",rp242,secondary
33596008,"",rp242,secondary
33668322,"",rp242,secondary
1302771733,route mikoso mizanga_limite musokisa mutombo,"",path
1302771738,route bangoyi,"",path
1302771736,route lybie_limite,"",path
508824135,"",rs118,tertiary
33666148,"",rn16,primary
33595192,"",rn16,primary
1350013674,"",rn16,primary
1347570181,"",rn16,primary
33601472,"",rn16,primary
33596229,"",rn16,primary
33595870,"",rn16,primary
33592351,"",rn16,primary
422507467,"",rp242,secondary
422495358,"",rp242,secondary
593195666,masikita,"",residential
33603375,"",rn16,primary
272669875,"",rp242,secondary
593195668,rue du marché,"",residential
287429364,"",rp242,secondary
593195672,rue du marché,"",residential
593195676,rue masingo,"",residential
33592164,"",rp242,secondary
593195675,rue luapula,"",residential
863301226,rue masingo,"",residential
593195674,rue luapula,"",residential
330448367,"",rn1,trunk
330448368,"",rp242,secondary
48667708,"",rp242,trunk_link
287429367,"",rn1,trunk
50161003,"",rn1,trunk
33668907,"",rs215,tertiary
33668953,"",rs118,tertiary
508824136,"",rs118,tertiary
637451971,"",rs118,tertiary
1231377624,"",rs118,tertiary
637451970,"",rs118,tertiary
33596610,"",rs118,tertiary
619029690,"",rn16,primary
33675318,"",rn16,primary
160841349,"",rn16,primary
33675010,"",rn16,primary
645149698,"",rn1,trunk
645149701,"",rn1,trunk
49771584,"",rn1,trunk
907062209,pont yungu,"",unclassified
33601483,"",rn16,primary
619029689,"",rn16,primary
518126683,pont mfidi 2,rn16,primary
646200792,"",rn16,primary
646200793,"",rn16,primary
636812112,"",rn16,primary
160841340,"",rn16,primary
160841341,"",rn16,primary
95163804,"",rn16,primary
636812113,"",rn16,primary
33598278,"",rn16,primary
33669256,"",rn16,primary
33603142,"",rn16,primary
526582826,"",rn16,primary
526582827,"",rn16,primary
526599613,"",rn16,primary
49975263,"",rn16,primary
161844851,"",en140,primary
1379322366,"",en140,primary
1379322365,"",en140,primary
524720696,"",rn16,primary
334597978,rue lokori,"",residential
334597978,rue lokori,"",residential
981283189,"",rn1,trunk
981283189,"",rn1,trunk
981283189,"",rn1,trunk
981283189,"",rn1,trunk
981283189,"",rn1,trunk
981283189,"",rn1,trunk
981283189,"",rn1,trunk
981283189,"",rn1,trunk
981283190,"",rn1,trunk
981283190,"",rn1,trunk
981283190,"",rn1,trunk
981283190,"",rn1,trunk
981283190,"",rn1,trunk
981283190,"",rn1,trunk
981283190,"",rn1,trunk
981283190,"",rn1,trunk
981273138,"",rn1,trunk
981273138,"",rn1,trunk
981273138,"",rn1,trunk
981273138,"",rn1,trunk
981273138,"",rn1,trunk
981273138,"",rn1,trunk
981273138,"",rn1,trunk
981273138,"",rn1,trunk
981273136,rue pemba,"",residential
981273136,rue pemba,"",residential
981273136,rue pemba,"",residential
981273136,rue pemba,"",residential
981273136,rue pemba,"",residential
981273136,rue pemba,"",residential
981273136,rue pemba,"",residential
981273136,rue pemba,"",residential
981273135,rue pemba,"",residential
981273135,rue pemba,"",residential
981273135,rue pemba,"",residential
981273135,rue pemba,"",residential
981273135,rue pemba,"",residential
981273135,rue pemba,"",residential
981273135,rue pemba,"",residential
981273135,rue pemba,"",residential
508829565,rue pemba,"",residential
508829565,rue pemba,"",residential
508829565,rue pemba,"",residential
508829565,rue pemba,"",residential
508829565,rue pemba,"",residential
508829565,rue pemba,"",residential
508829565,rue pemba,"",residential
508829565,rue pemba,"",residential
592070996,direction kabisu,"",residential
592070996,direction kabisu,"",residential
592070996,direction kabisu,"",residential
592070996,direction kabisu,"",residential
592070996,direction kabisu,"",residential
592070996,direction kabisu,"",residential
592070996,direction kabisu,"",residential
592070996,direction kabisu,"",residential
508828131,rue bulweme,"",residential
508828131,rue bulweme,"",residential
508828131,rue bulweme,"",residential
508828131,rue bulweme,"",residential
508828131,rue bulweme,"",residential
508828131,rue bulweme,"",residential
508828131,rue bulweme,"",residential
508828131,rue bulweme,"",residential
508828133,rue isiro,"",residential
508828133,rue isiro,"",residential
508828133,rue isiro,"",residential
622684200,pont wawa,rn16,primary
160841345,"",rn16,primary
526599612,"",rn16,primary
526599614,"",rn16,primary
79588944,"",en 120,primary
402642928,route mazinga,"",tertiary
33598634,"",rn1,trunk
79588928,"",rn1,trunk
33666162,"",rn1,trunk
436200676,"",rn1,trunk
436200677,"",rn1,trunk
79588926,"",rn1,trunk
33671244,"",rn1,trunk
33603993,"",rn1,trunk
95166028,route kasi,"",tertiary
524720690,"",rn16,primary
160841343,"",rn16,primary
622684202,pont lubitshi,rn16,primary
33676850,"",rp111,secondary
33592934,"",rp111,secondary
618752051,"",rp111,secondary
618752052,"",rp111,secondary
33664893,"",rp111,secondary
33592277,"",rp111,secondary
591633029,avenue du territoire,"",residential
618748244,"",rp111,secondary
33592518,"",rp111,secondary
618748243,"",rp111,secondary
49258734,"",rp111,secondary
33676313,"",rp111,secondary
33664350,"",rp111,secondary
662491140,av. ndebo quartier 1 révolution,"",residential
652533681,"rue, zamba quartier 1","",residential
652533683,rue bandibu / quartier 1,"",residential
33659038,"",rn1,trunk
33676426,"",rn1,trunk
1160622642,"",rn1,trunk
1160622643,"",rn1,trunk
1160623583,"",rn1,trunk
395599221,"",rn1,trunk
33600127,"",rn1,trunk
395599220,"",rn1,trunk
395599222,"",rn1,trunk
622684203,"",rn16,primary
609413053,"",rn16,primary
609413054,"",rn16,primary
33595936,"",rp115,secondary
33660819,"",rp115,secondary
395599227,"",rp115,secondary
395599225,"",rp115,secondary
395599224,"",rp115,secondary
79588946,"",rn1,trunk
79588940,"",rn1,trunk
395599559,avenue lippens,"",residential
395599223,"",rp115,secondary
395599226,"",rp115,secondary
33593924,"",rp115,secondary
1035047000,"",rp115,secondary
620276292,"",rp115,secondary
33664864,"",rp115,secondary
1149188509,"",rs116,tertiary
33676632,"",rs116,tertiary
33596230,"",rp115,secondary
1019696564,"",rp115,secondary
620282323,"",rp115,secondary
1019696563,"",rp115,secondary
1044674538,"",rp115,secondary
474845858,"",rp115,secondary
217297220,inkisi river (border),"",secondary
518126682,"",rn16,primary
33593350,"",rs117,tertiary
33665844,"",rs117,tertiary
33596871,"",rs117,tertiary
33671226,"",rs117,tertiary
50344539,"",rs117,tertiary
50344542,"",rs117,tertiary
33603073,"",rs117,tertiary
510017322,"",rs117,tertiary
510017324,"",rs117,tertiary
33663876,"",rn16,primary
508828133,rue isiro,"",residential
508828133,rue isiro,"",residential
508828133,rue isiro,"",residential
508828133,rue isiro,"",residential
508828133,rue isiro,"",residential
508828135,rue bukoro,"",residential
508828135,rue bukoro,"",residential
508828135,rue bukoro,"",residential
508828135,rue bukoro,"",residential
508828135,rue bukoro,"",residential
508828135,rue bukoro,"",residential
508828135,rue bukoro,"",residential
508828135,rue bukoro,"",residential
508828136,avenue nko,"",residential
508828136,avenue nko,"",residential
508828136,avenue nko,"",residential
508828136,avenue nko,"",residential
508828136,avenue nko,"",residential
508828136,avenue nko,"",residential
508828136,avenue nko,"",residential
508828136,avenue nko,"",residential
334921119,avenue mbanza,"",residential
334921119,avenue mbanza,"",residential
334921119,avenue mbanza,"",residential
334921119,avenue mbanza,"",residential
334921119,avenue mbanza,"",residential
334921119,avenue mbanza,"",residential
334921119,avenue mbanza,"",residential
334921119,avenue mbanza,"",residential
334599292,avenue yonso,"",residential
334599292,avenue yonso,"",residential
334599292,avenue yonso,"",residential
334599292,avenue yonso,"",residential
334599292,avenue yonso,"",residential
334599292,avenue yonso,"",residential
334599292,avenue yonso,"",residential
334599292,avenue yonso,"",residential
981283185,avenue wazabanga,"",secondary
981283185,avenue wazabanga,"",secondary
981283185,avenue wazabanga,"",secondary
981283185,avenue wazabanga,"",secondary
981283185,avenue wazabanga,"",secondary
981283185,avenue wazabanga,"",secondary
981283185,avenue wazabanga,"",secondary
981283185,avenue wazabanga,"",secondary
334655369,avenue nkutu,"",residential
334655369,avenue nkutu,"",residential
334655369,avenue nkutu,"",residential
334655369,avenue nkutu,"",residential
334655369,avenue nkutu,"",residential
334655369,avenue nkutu,"",residential
334655369,avenue nkutu,"",residential
334655369,avenue nkutu,"",residential
622684201,"",rn16,primary
160841346,"",rn16,primary
161859204,"",en140,primary
619030871,"",rn16,primary
619030870,pont mosi,rn16,primary
511816838,pont mfidi 1,rn16,primary
33672296,"",rn16,primary
619031578,"",rn16,primary
33665455,"",rn16,primary
1035052830,"",rn16,primary
1035052831,"",rn16,primary
514358248,"",rn16,primary
619031576,"",rn16,primary
619032618,"",rn16,primary
619032623,"",rn16,primary
619032617,"",rn16,primary
33661931,"",rn16,primary
514358245,"",rn16,primary
33666211,"",rn16,primary
619032619,"",rn16,primary
619032616,"",rn16,primary
619032615,"",rn16,primary
619032620,"",rn16,primary
619032621,"",rn16,primary
33671418,"",rn16,primary
513728816,"",rs117,tertiary
309867266,"",rs117,tertiary
899865313,"",rs117,tertiary
899865312,"",rs117,tertiary
510588405,"",rs117,tertiary
309867265,"",rs117,tertiary
404231041,"",en140,primary
510020711,"",rs117,tertiary
33677091,"",rs117,tertiary
33662303,"",rs117,tertiary
390814959,avenue bois de noki,"",tertiary
284230871,"",rs117,tertiary
396938045,"",rs116,tertiary
396938013,"",rs116,tertiary
637471596,"",rs116,tertiary
33666107,"",rs116,tertiary
33596893,"",rs116,tertiary
396938011,"",rs116,tertiary
396938142,"",rs116,tertiary
637471593,"",rs116,tertiary
33599174,"",rs116,tertiary
33602192,"",rs116,tertiary
409268459,"",rs116,tertiary
1226934013,"",rs116,tertiary
303790408,"",rs116,tertiary
303790407,"",rs116,tertiary
839065858,"",rn1,trunk
79588921,"",rn1,trunk
396937950,"",rn1,trunk
396937947,"",rn1,trunk
395599219,"",rn1,trunk
839065859,"",rn1,trunk
303787680,"",rs116,tertiary
436848297,av carriere,"",residential
396938044,av makiese,"",residential
591866270,av diasonama,"",residential
1269077861,av kimvuidi,"",footway
396938033,bois de noki,"",residential
591866275,kilo,"",residential
591833884,avenue du palmier,"",residential
1379327454,route val massamba,"",residential
1382016877,av val massamba,"",footway
436433546,av diasonama,"",residential
396938050,av circulaire,"",residential
436848298,av ntete,"",residential
1269077862,av liwanda,"",footway
588768149,université kongo - accès au rectorat,"",service
384802532,université kongo - accès au rectorat,rs116,tertiary
1035821124,av.mbamba,"",unclassified
1034814403,av.mbamba,"",unclassified
588690843,avenue de la poste bis,"",residential
589916941,avenue de la poste,"",residential
591020156,avenue inga,"",residential
590776342,avenue de la poste,"",residential
591633026,avenue du commerce,"",residential
384802530,avenue de la poste,"",residential
591633025,avenue du commerce,"",residential
384802526,avenue du commerce,"",residential
637473421,université kongo - accès au rectorat,rs116,unclassified
384802529,"",rs116,residential
591833885,"",rs116,residential
250003151,avenue du cercle,"",unclassified
591633027,avenue du commerce,"",residential
384802524,avenue mgr nzita,"",residential
